,img_id,feat_A,feat_B,feat_C,feat_D,feat_E,label
273,PAT_666_1268_870.png,0.2235,0.817,0.199,12.5,False,False
274,PAT_691_3994_671.png,0.0541,0.728,0.509,10.0,True,False
275,PAT_364_749_377.png,0.1274,0.732,0.315,18.0,False,False
276,PAT_576_1089_435.png,0.2331,0.765,0.307,4.0,False,False
277,PAT_952_1807_58.png,0.0455,0.722,0.347,5.0,False,False
279,PAT_485_928_796.png,0.3194,0.736,0.207,11.5,False,False
280,PAT_39_55_233.png,0.0369,0.701,0.395,10.5,False,False
281,PAT_340_714_68.png,0.102,0.778,0.491,13.0,True,True
282,PAT_1981_4023_673.png,0.263,0.839,0.328,,False,False
283,PAT_315_673_227.png,0.1831,0.718,0.283,4.5,False,False
285,PAT_59_94_849.png,0.177,0.76,0.241,16.5,False,False
287,PAT_1324_1145_309.png,0.1516,0.741,0.093,,False,False
288,PAT_1914_3822_863.png,0.0707,0.713,0.194,,False,False
289,PAT_672_1272_705.png,0.1172,0.711,0.301,7.5,False,False
290,PAT_2122_4642_680.png,0.2394,0.786,0.273,,False,False
291,PAT_886_1684_297.png,0.0648,0.72,0.478,8.0,True,False
292,PAT_93_361_203.png,0.7033,0.972,0.364,7.0,True,False
293,PAT_270_1386_755.png,0.1495,0.751,0.282,10.0,True,False
294,PAT_908_1726_939.png,0.1225,0.714,0.216,23.5,False,False
295,PAT_666_1271_645.png,0.0972,0.715,0.134,9.0,False,False
296,PAT_115_1138_870.png,0.1877,0.738,0.397,9.0,True,True
297,PAT_585_1130_474.png,0.0342,0.709,0.335,5.0,True,False
298,PAT_464_1794_78.png,0.1734,0.748,0.16,19.0,True,False
300,PAT_587_1117_880.png,0.15,0.72,0.284,12.5,True,False
302,PAT_500_947_77.png,0.1579,0.746,0.279,10.5,True,False
303,PAT_2011_4140_988.png,0.316,0.822,0.243,,False,False
304,PAT_600_1141_542.png,0.0712,0.699,0.604,8.5,True,False
305,PAT_1661_2956_357.png,0.2954,0.812,0.131,,False,False
307,PAT_1682_3050_600.png,0.0484,0.714,0.225,,True,False
308,PAT_832_1569_413.png,0.2194,0.778,0.414,27.5,False,False
309,PAT_131_197_974.png,0.0769,0.727,0.555,16.0,True,False
310,PAT_270_1382_561.png,0.1678,0.725,0.326,10.0,True,False
311,PAT_170_264_785.png,0.0838,0.702,0.144,3.5,True,False
312,PAT_1364_1246_420.png,0.0759,0.731,0.232,,True,False
313,PAT_192_295_164.png,0.0432,0.696,0.245,11.0,True,False
314,PAT_93_142_269.png,0.0326,0.707,0.34,7.0,False,False
315,PAT_831_1570_991.png,0.0556,0.707,0.402,8.5,True,False
316,PAT_840_1595_981.png,0.1405,0.73,0.413,6.0,False,False
317,PAT_792_1498_936.png,0.1625,0.748,0.33,5.0,False,False
318,PAT_2155_4784_483.png,0.0828,0.707,0.244,,True,False
319,PAT_291_446_704.png,0.1639,0.757,0.218,10.0,False,False
320,PAT_1392_1353_161.png,0.101,0.725,0.278,,False,False
322,PAT_939_1791_329.png,0.277,0.843,0.194,3.0,False,False
323,PAT_1057_242_297.png,0.1001,0.701,0.141,,False,False
324,PAT_1760_3326_525.png,0.1847,0.756,0.186,,True,False
325,PAT_346_720_265.png,0.0482,0.71,0.325,8.0,False,False
326,PAT_259_399_801.png,0.5565,0.772,0.313,4.0,True,False
327,PAT_838_1587_73.png,0.2311,0.728,0.219,7.0,False,False
328,PAT_738_1397_966.png,0.0354,0.713,0.291,3.0,False,False
330,PAT_372_760_267.png,0.3603,0.884,0.463,11.5,True,False
331,PAT_1922_3848_451.png,0.0381,0.715,0.423,,False,False
332,PAT_286_1458_381.png,0.274,0.824,0.213,5.0,False,False
333,PAT_161_250_338.png,0.1692,0.775,0.265,13.0,False,False
334,PAT_349_724_750.png,0.1263,0.736,0.238,17.0,False,False
335,PAT_522_986_305.png,0.1008,0.72,0.322,9.0,True,False
336,PAT_793_1512_513.png,0.1756,0.77,0.311,5.5,False,False
337,PAT_462_896_893.png,0.231,0.764,0.306,13.0,False,False
338,PAT_895_1699_872.png,0.1822,0.766,0.304,12.5,False,True
339,PAT_545_1030_854.png,0.2096,0.761,0.272,7.5,False,False
340,PAT_145_216_158.png,0.1229,0.708,0.563,6.5,True,False
341,PAT_214_329_70.png,0.1794,0.816,,12.5,False,False
342,PAT_1124_489_151.png,0.1319,0.759,0.13,,False,False
343,PAT_513_964_343.png,0.0971,0.722,0.309,10.5,False,False
344,PAT_439_859_283.png,0.178,0.794,0.13,4.5,False,False
345,PAT_108_162_660.png,0.1192,0.721,0.359,4.0,True,False
348,PAT_354_1817_500.png,0.1455,0.719,0.45,5.0,False,False
349,PAT_1619_2774_616.png,0.0645,0.697,0.199,,False,False
350,PAT_1993_4076_174.png,0.2406,0.813,0.25,,True,False
353,PAT_510_959_174.png,0.1293,0.737,0.278,7.5,True,False
354,PAT_974_1841_693.png,0.1105,0.717,0.214,3.5,False,False
355,PAT_580_1104_684.png,0.041,0.699,0.232,1.5,True,False
356,PAT_207_313_709.png,0.2364,0.783,0.343,19.0,True,False
357,PAT_1945_3923_428.png,0.0839,0.753,0.398,,True,False
358,PAT_1875_3689_646.png,0.128,0.719,0.217,,False,False
359,PAT_935_1781_341.png,0.0762,0.707,0.464,7.0,False,False
360,PAT_493_3016_512.png,0.1446,0.726,0.338,6.0,False,False
361,PAT_177_275_905.png,0.193,0.733,0.443,11.5,False,False
362,PAT_2157_4789_969.png,0.1263,0.743,0.146,,False,False
363,PAT_631_1227_585.png,0.6336,0.898,0.324,0.0,True,False
364,PAT_1393_1355_270.png,0.0675,0.709,0.226,,False,False
366,PAT_806_1520_708.png,0.1247,0.711,0.148,5.0,False,False
367,PAT_923_1753_706.png,0.182,0.722,0.269,15.0,True,False
368,PAT_497_943_580.png,0.0667,0.716,0.26,34.0,False,False
369,PAT_1334_1178_413.png,0.0958,0.728,0.3,,True,False
370,PAT_521_984_412.png,0.0791,0.713,0.204,5.0,True,False
371,PAT_2125_4653_497.png,0.2339,0.802,0.412,,True,False
372,PAT_771_1491_390.png,0.1709,0.712,0.268,4.5,False,False
373,PAT_1256_879_199.png,0.1021,0.708,0.311,,True,False
374,PAT_2009_4134_828.png,0.1968,0.804,0.155,,False,False
375,PAT_679_1286_677.png,0.1357,0.731,0.329,5.5,True,False
376,PAT_1976_4000_701.png,0.4203,0.816,0.189,,False,False
377,PAT_879_1676_668.png,0.1303,0.724,0.182,5.0,False,False
378,PAT_561_1069_418.png,0.1285,0.733,0.336,6.5,True,False
379,PAT_757_1431_696.png,0.0601,0.706,0.665,9.5,True,False
381,PAT_372_760_355.png,0.3593,0.889,0.335,11.5,True,False
382,PAT_770_1451_136.png,0.4177,0.834,0.477,22.5,True,False
383,PAT_74_112_729.png,0.1957,0.774,0.506,12.0,False,False
384,PAT_1472_1639_87.png,0.0596,0.703,0.331,,False,False
385,PAT_354_731_155.png,0.0503,0.72,0.295,5.0,True,False
386,PAT_1257_887_828.png,0.1919,0.777,0.141,,False,False
387,PAT_2048_4333_63.png,0.1232,0.722,0.236,,False,False
388,PAT_1304_3507_308.png,0.055,0.69,0.173,,True,False
389,PAT_425_841_644.png,0.0559,0.715,0.322,50.0,False,False
390,PAT_330_1438_323.png,0.3591,0.856,0.379,6.5,True,False
391,PAT_264_405_118.png,0.1099,0.731,0.322,16.0,False,False
392,PAT_1881_3711_217.png,0.223,0.75,0.126,,False,False
393,PAT_1818_3570_577.png,0.071,0.707,0.17,,False,False
394,PAT_128_194_144.png,0.0895,0.698,0.338,7.5,True,False
395,PAT_666_1269_65.png,0.5438,0.852,0.233,14.0,False,False
396,PAT_1554_4170_992.png,0.0783,0.695,0.53,,False,False
397,PAT_307_659_85.png,0.0942,0.7,0.244,6.5,False,False
398,PAT_1139_523_682.png,0.4025,0.853,,,False,False
399,PAT_106_158_249.png,0.2202,0.762,0.336,11.5,True,False
401,PAT_817_1537_643.png,0.1425,0.731,0.236,10.5,True,False
402,PAT_255_388_77.png,0.0914,0.761,0.432,9.5,True,False
403,PAT_390_790_505.png,0.215,0.784,0.354,4.0,True,False
404,PAT_1068_285_845.png,0.157,0.761,0.271,,True,False
405,PAT_1947_3926_165.png,0.2239,0.774,0.359,,True,False
406,PAT_92_141_551.png,0.4327,0.93,0.331,24.0,False,False
407,PAT_1733_3239_934.png,0.0745,0.725,0.527,,False,False
408,PAT_531_1004_189.png,0.0743,0.706,0.141,8.5,False,False
409,PAT_1364_1246_927.png,0.0994,0.728,0.175,,True,False
410,PAT_981_1848_486.png,0.57,0.845,0.289,3.0,False,False
411,PAT_1402_1377_959.png,0.3663,0.766,0.157,,True,False
412,PAT_233_354_935.png,0.1764,0.72,0.221,6.5,True,True
413,PAT_1042_187_746.png,0.6313,0.9,0.19,,False,False
414,PAT_1813_3562_195.png,0.1368,0.737,0.136,,True,False
415,PAT_1141_526_416.png,0.7133,0.875,0.207,,False,False
416,PAT_689_1306_772.png,0.0919,0.708,0.359,8.5,False,False
417,PAT_1769_3342_63.png,0.0913,0.76,0.276,,False,False
418,PAT_853_1642_497.png,0.2375,0.789,0.346,4.0,False,False
419,PAT_108_161_423.png,0.1221,0.747,0.413,9.0,True,False
420,PAT_1956_3949_217.png,0.7771,0.929,0.311,,False,False
421,PAT_1476_1657_788.png,0.1116,0.72,0.259,,False,False
422,PAT_1109_436_141.png,0.0979,0.714,0.234,,True,False
423,PAT_211_319_777.png,0.0806,0.727,0.188,19.0,True,False
